,Unnamed: 0,Season,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,OPS,wOBA,wRC+,BsR,Off,Def,WAR,playerid,clusters
175,175,2004,153,612,42,102,111,8,0.165,0.245,0.341,0.344,0.301,0.418,0.643,1.061,0.436,168,2.9,56.3,8.2,8.3,1153,1
176,176,1937,156,677,31,111,154,4,0.061,0.074,0.267,0.373,0.374,0.414,0.641,1.055,0.467,180,0.4,67.8,-3.7,8.3,1008719,0
177,177,2017,155,678,52,128,114,9,0.187,0.307,0.343,0.357,0.284,0.422,0.627,1.049,0.43,174,0.0,61.8,-1.3,8.3,15640,1
178,178,1985,155,665,30,108,112,9,0.155,0.074,0.251,0.321,0.335,0.436,0.585,1.021,0.431,168,1.2,55.5,1.8,8.3,1001400,0
179,179,2011,161,689,39,115,126,40,0.107,0.231,0.262,0.38,0.324,0.399,0.586,0.985,0.413,168,5.6,59.9,-2.7,8.3,5631,1
180,180,1959,148,682,46,118,114,2,0.117,0.104,0.286,0.284,0.306,0.39,0.593,0.983,0.426,166,0.3,57.0,-0.2,8.3,1008236,0
181,181,1961,154,659,40,129,123,18,0.123,0.117,0.276,0.296,0.308,0.393,0.584,0.977,0.417,156,0.1,46.3,14.0,8.3,1008315,0
182,182,1979,154,701,23,119,107,17,0.073,0.051,0.234,0.32,0.329,0.376,0.563,0.939,0.402,146,-0.5,38.7,19.1,8.3,1001400,0
183,183,2014,157,705,36,115,111,16,0.118,0.261,0.274,0.349,0.287,0.377,0.561,0.938,0.402,167,6.2,57.8,-4.5,8.3,10155,1
184,184,1960,153,669,29,107,103,25,0.091,0.105,0.235,0.319,0.319,0.381,0.555,0.936,0.404,155,1.3,44.4,14.0,8.3,1008315,0
185,185,1930,154,686,13,127,126,17,0.105,0.052,0.167,0.353,0.346,0.422,0.513,0.935,0.418,139,-1.6,36.4,29.5,8.3,1002796,0
186,186,1976,160,705,38,112,107,14,0.142,0.211,0.262,0.285,0.262,0.376,0.524,0.9,0.406,151,-0.7,39.5,13.9,8.3,1011586,0
187,187,2016,158,730,31,122,113,26,0.067,0.11,0.216,0.322,0.318,0.363,0.534,0.897,0.379,136,10.6,41.8,14.0,8.3,13611,1
188,188,1989,156,742,3,113,54,2,0.144,0.069,0.119,0.352,0.33,0.43,0.449,0.879,0.391,143,-2.3,34.3,19.6,8.3,1001124,0
189,189,1944,150,681,3,91,67,11,0.107,0.057,0.11,0.347,0.327,0.406,0.437,0.843,0.398,147,0.6,37.1,18.2,8.3,1001234,0
190,190,1930,154,710,23,139,129,8,0.08,0.046,0.218,0.4,0.401,0.452,0.619,1.071,0.468,156,1.5,64.1,2.3,8.2,1012927,0
191,191,1947,152,666,51,118,127,1,0.147,0.122,0.326,0.291,0.313,0.417,0.639,1.056,0.472,169,0.1,58.2,-0.6,8.2,1006923,0
192,192,1966,155,680,49,122,122,8,0.128,0.132,0.321,0.3,0.316,0.41,0.637,1.047,0.447,195,0.1,71.2,-16.5,8.2,1011066,0
193,193,1962,162,701,39,134,136,18,0.108,0.088,0.282,0.329,0.342,0.421,0.624,1.045,0.447,171,0.0,62.4,-5.8,8.2,1011066,0
194,194,1959,154,693,39,116,123,8,0.074,0.078,0.281,0.338,0.355,0.401,0.636,1.037,0.44,175,1.8,67.1,-11.7,8.2,1000001,0
195,195,1971,141,606,48,104,125,0,0.137,0.254,0.333,0.328,0.295,0.398,0.628,1.026,0.445,186,0.1,57.2,-3.7,8.2,1012426,0
196,196,2000,159,678,47,120,102,14,0.165,0.24,0.32,0.319,0.284,0.404,0.604,1.008,0.424,150,-2.2,43.7,19.0,8.2,15,1
197,197,1970,158,681,40,107,129,8,0.122,0.197,0.273,0.348,0.317,0.401,0.589,0.99,0.427,162,0.6,52.9,2.3,8.2,1010188,0
198,198,1964,162,708,29,125,91,3,0.095,0.195,0.239,0.368,0.318,0.382,0.557,0.939,0.405,162,-0.7,48.7,1.9,8.2,1000137,0
199,199,1995,135,621,27,108,102,20,0.13,0.108,0.235,0.296,0.298,0.399,0.533,0.932,0.405,138,1.6,32.6,30.4,8.2,1375,1
200,200,1920,153,706,3,117,76,20,0.098,0.027,0.121,0.381,0.372,0.438,0.493,0.931,0.435,145,3.5,45.1,9.7,8.2,1002451,0
201,201,2008,159,707,33,113,104,14,0.091,0.147,0.244,0.301,0.292,0.38,0.535,0.915,0.389,134,7.2,37.6,21.8,8.2,1679,1
202,202,2009,156,687,31,112,93,23,0.128,0.16,0.226,0.3,0.282,0.397,0.508,0.905,0.394,141,12.3,46.8,13.4,8.2,1679,1
203,203,2014,153,655,13,73,69,4,0.101,0.108,0.164,0.324,0.301,0.373,0.465,0.838,0.368,133,-1.9,22.3,33.1,8.2,7870,1
204,204,2006,143,634,49,119,137,7,0.145,0.079,0.34,0.292,0.331,0.431,0.671,1.102,0.447,174,1.6,63.0,-0.1,8.1,1177,1
205,205,1993,158,679,24,109,107,0,0.168,0.096,0.236,0.375,0.363,0.473,0.599,1.072,0.454,179,-0.6,65.7,-6.4,8.1,1093,1
206,206,1932,156,708,34,138,151,4,0.153,0.054,0.272,0.332,0.349,0.451,0.621,1.072,0.472,174,-4.2,69.3,-10.7,8.1,1004598,0
207,207,2011,149,655,43,105,103,9,0.202,0.169,0.306,0.309,0.302,0.447,0.608,1.055,0.443,180,4.9,66.3,-11.1,8.1,1887,1
208,208,1932,154,673,38,119,123,6,0.149,0.058,0.283,0.29,0.318,0.424,0.601,1.025,0.451,174,1.1,64.6,-2.7,8.1,1009904,0
209,209,1962,156,667,45,127,128,15,0.099,0.109,0.296,0.304,0.323,0.39,0.618,1.008,0.43,165,0.2,54.5,2.2,8.1,1000001,0
210,210,1998,160,665,22,91,93,2,0.144,0.11,0.197,0.373,0.354,0.447,0.551,0.998,0.43,167,-0.5,55.7,5.8,8.1,1093,1
211,211,1996,153,701,13,140,72,45,0.14,0.106,0.176,0.37,0.341,0.448,0.517,0.965,0.422,145,2.5,46.3,12.5,8.1,609,1
212,212,1989,159,675,23,104,111,8,0.11,0.153,0.213,0.368,0.333,0.407,0.546,0.953,0.416,174,0.1,55.0,-0.4,8.1,1002318,0
213,213,1989,134,577,21,89,79,25,0.132,0.165,0.218,0.351,0.315,0.415,0.533,0.948,0.42,167,0.1,42.1,17.1,8.1,1012176,0
214,214,2018,157,698,39,110,105,34,0.152,0.115,0.282,0.252,0.27,0.387,0.552,0.939,0.391,147,12.0,51.5,4.6,8.1,13510,1
215,215,2013,157,674,21,97,84,27,0.116,0.15,0.19,0.353,0.317,0.404,0.508,0.912,0.393,156,6.4,49.1,5.5,8.1,9847,1
216,216,1964,163,685,28,82,118,1,0.074,0.093,0.204,0.313,0.317,0.368,0.521,0.889,0.384,144,0.4,36.0,21.0,8.1,1011055,0
217,217,1976,158,657,32,88,93,11,0.094,0.143,0.221,0.251,0.254,0.328,0.475,0.803,0.365,136,-0.2,24.9,30.9,8.1,1009517,0
218,218,1930,155,709,56,146,191,3,0.148,0.118,0.368,0.342,0.356,0.454,0.723,1.177,0.497,171,0.5,79.5,-11.9,8.0,1014083,0
219,219,1929,149,638,33,123,118,9,0.161,0.11,0.271,0.362,0.354,0.463,0.625,1.088,0.48,176,-1.8,64.7,-1.8,8.0,1004285,0
220,220,1929,150,674,42,138,151,6,0.168,0.056,0.306,0.295,0.328,0.449,0.635,1.084,0.475,162,0.9,62.6,0.6,8.0,1009904,0
221,221,1961,148,601,46,96,141,1,0.16,0.176,0.344,0.295,0.302,0.423,0.646,1.069,0.453,180,0.0,61.0,-0.4,8.0,1004612,0
222,222,2007,157,679,28,117,139,4,0.112,0.116,0.232,0.381,0.363,0.434,0.595,1.029,0.438,169,-1.4,57.8,1.1,8.0,248,1
223,223,1972,148,609,37,90,113,19,0.163,0.207,0.294,0.344,0.308,0.42,0.603,1.023,0.45,199,1.1,61.4,-10.2,8.0,1000137,0
224,224,1997,162,717,43,109,135,31,0.177,0.17,0.306,0.291,0.286,0.425,0.592,1.017,0.424,163,1.9,59.1,-0.6,8.0,547,1
225,225,1961,163,708,45,129,140,1,0.16,0.106,0.29,0.263,0.29,0.402,0.58,0.982,0.424,153,-0.3,47.3,10.2,8.0,1002404,0
226,226,1984,156,700,19,114,84,32,0.074,0.144,0.206,0.348,0.314,0.367,0.52,0.887,0.39,142,3.6,36.4,16.7,8.0,1011411,0
227,227,1974,160,708,33,108,129,5,0.113,0.127,0.227,0.281,0.28,0.363,0.507,0.87,0.387,142,-0.4,33.7,18.4,8.0,1000826,0
228,228,1969,149,623,45,101,126,0,0.194,0.106,0.336,0.289,0.32,0.453,0.656,1.109,0.466,194,0.2,67.5,-16.6,7.9,1008423,0
229,229,1931,128,563,22,105,128,3,0.083,0.08,0.251,0.399,0.39,0.444,0.641,1.085,0.484,176,-0.9,56.8,3.6,7.9,1011978,0
230,230,1929,143,629,34,114,157,4,0.049,0.06,0.277,0.35,0.365,0.398,0.642,1.04,0.454,160,-0.4,51.4,9.9,7.9,1011978,0
231,231,1936,150,660,33,120,135,6,0.168,0.062,0.26,0.309,0.328,0.448,0.588,1.036,0.464,180,0.8,68.0,-4.4,7.9,1009904,0
232,232,1954,138,601,40,96,103,10,0.188,0.101,0.313,0.257,0.29,0.423,0.603,1.026,0.452,168,1.3,53.3,4.1,7.9,1008236,0
233,233,2016,155,699,39,121,102,8,0.107,0.22,0.262,0.332,0.292,0.385,0.554,0.939,0.396,148,7.1,48.7,6.3,7.9,15429,1
234,234,1970,158,671,45,97,148,5,0.08,0.152,0.294,0.281,0.293,0.345,0.587,0.932,0.399,144,0.4,37.3,15.8,7.9,1000826,0
235,235,2005,160,672,51,95,128,5,0.095,0.167,0.312,0.24,0.263,0.347,0.575,0.922,0.383,134,-0.9,27.9,28.5,7.9,96,1
236,236,1998,161,748,42,123,124,46,0.06,0.162,0.249,0.324,0.31,0.36,0.56,0.92,0.394,135,3.6,37.8,16.5,7.9,1274,1
237,237,2007,158,676,23,122,74,26,0.077,0.209,0.25,0.36,0.302,0.361,0.552,0.913,0.388,136,9.9,40.0,17.5,7.9,4747,1
238,238,2006,162,751,28,134,76,22,0.104,0.204,0.243,0.339,0.29,0.375,0.533,0.908,0.383,132,9.2,40.5,15.2,7.9,2197,1
239,239,1975,158,674,38,93,95,29,0.15,0.267,0.274,0.296,0.249,0.367,0.523,0.89,0.397,142,1.3,33.7,20.1,7.9,1011586,0
240,240,2011,159,731,21,102,91,26,0.118,0.116,0.167,0.325,0.307,0.387,0.474,0.861,0.375,133,2.1,30.0,20.5,7.9,8370,1
241,241,1963,158,675,23,82,84,3,0.184,0.176,0.19,0.297,0.263,0.399,0.453,0.852,0.376,148,-0.6,34.4,14.9,7.9,1008236,0
242,242,2008,155,650,13,87,69,18,0.138,0.128,0.116,0.309,0.28,0.385,0.396,0.781,0.35,112,1.4,11.2,47.0,7.9,4616,1
243,243,1994,110,479,39,104,116,15,0.136,0.136,0.383,0.353,0.368,0.451,0.75,1.201,0.488,205,1.3,66.3,-1.5,7.8,547,1
244,244,1929,135,587,46,121,154,5,0.123,0.102,0.353,0.321,0.345,0.43,0.697,1.127,0.486,184,-0.6,66.9,-4.7,7.8,1011327,0
245,245,1938,155,681,58,144,146,7,0.175,0.135,0.369,0.288,0.315,0.438,0.683,1.121,0.489,162,-1.1,61.1,-5.7,7.8,1004996,0
246,246,2019,130,580,44,100,97,30,0.138,0.203,0.342,0.355,0.329,0.429,0.671,1.1,0.442,174,8.5,65.2,-3.9,7.8,11477,1
247,247,1949,152,667,54,116,127,6,0.175,0.091,0.348,0.267,0.31,0.432,0.658,1.09,0.484,180,1.0,67.2,-10.6,7.8,1006923,0
248,248,1981,102,434,31,78,91,12,0.168,0.164,0.328,0.318,0.316,0.435,0.644,1.079,0.467,198,0.9,47.4,9.6,7.8,1011586,0
249,249,2004,154,692,46,133,123,5,0.121,0.075,0.326,0.298,0.331,0.415,0.657,1.072,0.442,171,1.0,64.7,-8.1,7.8,1177,1
250,250,1999,162,729,42,143,126,30,0.204,0.174,0.286,0.323,0.304,0.454,0.591,1.045,0.442,166,1.0,66.3,-6.8,7.8,547,1
251,251,2001,162,732,52,133,135,18,0.102,0.179,0.304,0.325,0.318,0.399,0.622,1.021,0.425,159,2.3,56.6,-1.9,7.8,1274,1
252,252,1985,137,581,33,99,87,12,0.143,0.117,0.257,0.315,0.32,0.422,0.577,0.999,0.429,181,0.6,53.9,1.6,7.8,1005120,0
253,253,2006,140,617,41,127,116,18,0.154,0.16,0.32,0.263,0.275,0.388,0.594,0.982,0.408,148,9.3,48.3,12.3,7.8,589,1
254,254,1952,154,676,21,105,91,7,0.142,0.043,0.202,0.328,0.336,0.432,0.538,0.97,0.443,166,-0.5,51.9,-1.5,7.8,1009405,0
255,255,1979,159,686,34,97,118,15,0.124,0.103,0.25,0.304,0.308,0.395,0.558,0.953,0.407,161,-0.4,48.9,4.4,7.8,1014127,0
256,256,2001,158,690,37,118,141,5,0.058,0.159,0.247,0.346,0.331,0.372,0.578,0.95,0.397,149,-1.2,41.2,14.1,7.8,1067,1
257,257,1988,158,693,22,86,119,16,0.126,0.055,0.205,0.317,0.325,0.416,0.531,0.947,0.412,157,-0.5,45.1,5.2,7.8,1005006,0
258,258,1954,153,675,19,119,116,18,0.114,0.068,0.215,0.319,0.32,0.411,0.535,0.946,0.424,158,-0.2,45.3,9.7,7.8,1008984,0
259,259,1955,154,646,44,98,117,9,0.07,0.111,0.3,0.273,0.295,0.345,0.596,0.941,0.406,142,1.0,34.9,23.5,7.8,1000512,0
260,260,1991,153,634,25,95,116,43,0.169,0.115,0.222,0.292,0.292,0.41,0.514,0.924,0.396,155,3.4,43.0,11.4,7.8,1109,1
261,261,1972,139,625,22,103,82,55,0.09,0.099,0.216,0.328,0.32,0.385,0.537,0.922,0.413,163,3.8,46.7,0.3,7.8,1002100,0
262,262,1952,149,636,19,104,75,24,0.167,0.063,0.157,0.306,0.308,0.44,0.465,0.905,0.423,152,2.9,42.2,10.5,7.8,1011070,0
263,263,2013,136,541,12,68,80,3,0.055,0.102,0.158,0.338,0.319,0.359,0.477,0.836,0.362,133,-2.5,17.5,38.4,7.8,7007,1
264,264,1943,155,677,3,63,80,27,0.133,0.043,0.079,0.342,0.328,0.419,0.407,0.826,0.398,146,2.1,35.8,12.6,7.8,1000284,0
265,265,1980,158,722,9,111,53,100,0.162,0.075,0.096,0.32,0.303,0.42,0.399,0.819,0.377,136,9.6,40.5,10.7,7.8,194,1
266,266,1973,162,700,12,82,50,17,0.153,0.13,0.136,0.279,0.251,0.373,0.387,0.76,0.352,123,0.3,18.4,32.9,7.8,1005033,0
267,267,1930,153,699,35,143,130,18,0.094,0.08,0.285,0.394,0.393,0.455,0.678,1.133,0.487,167,3.5,76.7,-12.6,7.7,1005691,0
268,268,2000,152,664,43,108,137,2,0.206,0.145,0.314,0.335,0.333,0.476,0.647,1.123,0.471,183,0.5,75.2,-15.7,7.7,818,1
269,269,1940,148,670,41,129,150,6,0.139,0.112,0.33,0.337,0.34,0.433,0.67,1.103,0.482,168,-0.4,62.2,-8.4,7.7,1004996,0
270,270,1939,153,670,28,104,108,0,0.137,0.073,0.277,0.347,0.349,0.444,0.626,1.07,0.475,178,-0.3,65.5,-6.6,7.7,1009014,0
271,271,1955,148,653,42,126,136,9,0.159,0.133,0.32,0.299,0.309,0.418,0.628,1.046,0.445,164,-0.5,52.1,5.1,7.7,1012230,0
272,272,2005,161,700,41,129,117,16,0.139,0.093,0.279,0.316,0.33,0.43,0.609,1.039,0.432,167,4.9,64.1,-9.9,7.7,1177,1
273,273,1973,148,609,44,106,119,0,0.131,0.212,0.347,0.317,0.299,0.392,0.646,1.038,0.443,181,0.2,56.6,-3.7,7.7,1012426,0
274,274,2019,156,660,47,121,115,15,0.144,0.164,0.324,0.302,0.305,0.406,0.629,1.035,0.415,161,1.4,54.2,3.4,7.7,15998,1
275,275,1920,146,649,12,105,121,9,0.086,0.022,0.207,0.379,0.382,0.444,0.589,1.033,0.474,167,-0.7,56.2,-4.3,7.7,1006301,0
276,276,1996,162,719,31,111,120,21,0.188,0.159,0.255,0.345,0.315,0.451,0.57,1.021,0.433,173,0.8,67.5,-7.8,7.7,547,1
277,277,1995,144,635,33,109,104,31,0.189,0.131,0.283,0.294,0.294,0.431,0.577,1.008,0.425,163,1.7,52.2,5.5,7.7,1109,1
278,278,1953,144,590,41,103,142,4,0.114,0.098,0.299,0.288,0.312,0.395,0.611,1.006,0.441,154,0.5,42.4,15.6,7.7,1001871,0
279,279,2018,147,651,36,118,110,22,0.104,0.207,0.272,0.373,0.326,0.402,0.598,1.0,0.422,167,5.8,59.1,-5.1,7.7,11477,1
280,280,2007,158,679,32,99,103,2,0.146,0.085,0.241,0.317,0.327,0.429,0.568,0.997,0.419,155,-4.9,43.2,13.1,7.7,1177,1
281,281,2008,159,665,29,114,106,18,0.149,0.162,0.255,0.341,0.312,0.42,0.567,0.987,0.417,156,7.2,54.1,1.6,7.7,548,1
282,282,2007,132,613,22,104,103,9,0.082,0.145,0.234,0.362,0.332,0.41,0.566,0.976,0.419,150,4.6,44.0,14.4,7.7,1679,1
283,283,1978,163,746,46,121,139,7,0.078,0.169,0.285,0.327,0.315,0.37,0.6,0.97,0.425,162,-0.4,51.2,-2.9,7.7,1010897,0
284,284,1935,152,683,31,113,114,7,0.12,0.085,0.233,0.317,0.322,0.407,0.555,0.962,0.431,159,1.1,52.5,3.4,7.7,1009904,0
285,285,1967,147,632,23,103,110,9,0.065,0.163,0.197,0.403,0.357,0.4,0.554,0.954,0.418,170,1.8,50.4,-3.7,7.7,1002340,0
286,286,1987,151,668,28,109,105,21,0.09,0.07,0.208,0.335,0.343,0.402,0.551,0.953,0.407,152,3.0,47.0,8.0,7.7,1013157,0
287,287,1960,153,671,39,108,124,7,0.165,0.168,0.274,0.281,0.277,0.397,0.551,0.948,0.415,165,0.5,52.3,-1.2,7.7,1008236,0
288,288,1986,149,693,8,107,71,0,0.152,0.063,0.129,0.374,0.357,0.453,0.486,0.939,0.414,153,-1.7,43.2,8.9,7.7,1001124,0
289,289,1983,153,685,5,100,73,3,0.134,0.053,0.125,0.374,0.361,0.444,0.486,0.93,0.416,155,-0.7,43.3,7.9,7.7,1001124,0
290,290,1977,159,706,21,107,88,17,0.082,0.152,0.193,0.378,0.338,0.397,0.531,0.928,0.401,146,-3.7,35.4,17.2,7.7,1010000,0
291,291,1961,153,665,19,116,82,14,0.099,0.063,0.191,0.323,0.324,0.393,0.515,0.908,0.399,137,2.7,34.1,21.9,7.7,1006678,0
292,292,2000,161,729,36,122,104,21,0.081,0.137,0.238,0.31,0.303,0.366,0.541,0.907,0.387,127,1.5,28.7,27.5,7.7,96,1
293,293,1965,164,704,33,88,101,3,0.125,0.155,0.225,0.299,0.285,0.378,0.51,0.888,0.39,146,0.2,36.8,11.0,7.7,1011447,0
294,294,1969,162,734,31,106,113,1,0.151,0.112,0.204,0.282,0.281,0.4,0.484,0.884,0.4,152,-1.0,43.4,6.1,7.7,1000505,0
295,295,2012,138,563,22,65,76,12,0.08,0.098,0.186,0.316,0.315,0.373,0.501,0.874,0.375,138,-4.8,20.9,35.4,7.7,7007,1
296,296,1950,152,691,8,115,51,9,0.208,0.072,0.112,0.32,0.3,0.46,0.412,0.872,0.417,141,1.5,38.2,18.7,7.7,1012406,0
297,297,2018,158,745,38,129,92,25,0.094,0.144,0.242,0.279,0.277,0.352,0.519,0.871,0.368,132,1.2,29.3,21.1,7.7,12916,1
298,298,2010,154,663,19,110,90,47,0.069,0.157,0.188,0.342,0.307,0.356,0.495,0.851,0.369,135,13.3,40.2,11.1,7.7,1201,1
299,299,1930,138,611,36,152,165,9,0.064,0.056,0.327,0.362,0.381,0.423,0.708,1.131,0.48,174,0.8,64.8,-1.7,7.6,1011978,0
300,300,2000,143,607,49,129,106,11,0.193,0.127,0.381,0.271,0.306,0.44,0.688,1.128,0.456,174,0.9,62.3,-0.9,7.6,1109,1
301,301,2001,142,601,38,107,123,14,0.136,0.171,0.312,0.374,0.35,0.449,0.662,1.111,0.461,163,0.6,49.8,7.8,7.6,455,1
302,302,1951,151,670,42,124,109,2,0.204,0.085,0.318,0.282,0.309,0.452,0.627,1.079,0.479,179,0.7,66.5,-14.2,7.6,1006923,0
303,303,1935,152,710,36,121,170,4,0.123,0.128,0.3,0.339,0.328,0.411,0.628,1.039,0.457,158,-0.8,56.3,-1.6,7.6,1004996,0
304,304,2000,140,599,21,104,96,5,0.102,0.083,0.227,0.378,0.372,0.434,0.599,1.033,0.432,154,0.2,44.4,15.0,7.6,190,1
305,305,1969,147,639,44,100,97,9,0.136,0.074,0.307,0.261,0.3,0.396,0.607,1.003,0.435,170,-1.8,49.5,-0.9,7.6,1000001,0
306,306,1936,154,731,15,144,116,4,0.114,0.018,0.201,0.346,0.354,0.431,0.555,0.986,0.445,139,0.0,43.8,10.8,7.6,1004596,0
307,307,1957,151,675,44,118,132,1,0.084,0.086,0.278,0.298,0.322,0.378,0.6,0.978,0.419,164,0.3,52.2,-0.5,7.6,1000001,0
308,308,1988,158,705,42,120,124,40,0.111,0.182,0.262,0.325,0.307,0.391,0.569,0.96,0.419,169,1.3,58.0,-10.9,7.6,1001918,0
309,309,2017,153,662,24,112,81,32,0.088,0.127,0.202,0.37,0.346,0.41,0.547,0.957,0.405,160,4.0,52.7,0.8,7.6,5417,1
310,310,1996,153,656,30,108,117,17,0.111,0.191,0.245,0.356,0.317,0.393,0.562,0.955,0.405,152,-0.8,42.4,16.4,7.6,1004706,0
311,311,2016,155,700,37,122,99,7,0.156,0.17,0.265,0.3,0.284,0.404,0.549,0.953,0.403,157,0.0,47.6,2.7,7.6,5038,1
312,312,1965,150,639,32,109,89,24,0.094,0.127,0.242,0.32,0.318,0.379,0.56,0.939,0.406,160,3.3,47.4,1.9,7.6,1000001,0
313,313,2018,157,705,31,105,103,10,0.136,0.121,0.246,0.289,0.286,0.394,0.532,0.926,0.396,157,3.4,51.3,-0.6,7.6,17678,1
314,314,1977,152,632,26,106,102,7,0.119,0.134,0.205,0.329,0.315,0.402,0.521,0.923,0.403,143,-0.5,31.9,21.0,7.6,1004101,0
315,315,2019,162,747,33,123,92,10,0.116,0.137,0.237,0.294,0.285,0.369,0.522,0.891,0.373,138,1.7,37.7,14.1,7.6,12533,1
316,316,2014,147,605,22,72,89,0,0.078,0.114,0.179,0.319,0.311,0.364,0.49,0.854,0.371,142,-3.5,25.4,25.7,7.6,9166,1
317,317,1921,153,698,6,121,67,17,0.095,0.033,0.122,0.324,0.318,0.389,0.441,0.83,0.384,123,1.3,21.6,31.4,7.6,1000503,0
318,318,1967,158,681,22,88,77,1,0.079,0.079,0.166,0.262,0.269,0.328,0.434,0.762,0.338,123,-0.5,16.1,35.9,7.6,1011055,0
319,319,1999,147,640,44,131,165,2,0.15,0.205,0.33,0.365,0.333,0.442,0.663,1.105,0.459,172,-1.4,60.4,-3.5,7.5,210,1
320,320,1940,132,572,31,93,133,1,0.107,0.052,0.274,0.331,0.352,0.425,0.626,1.051,0.464,167,-1.0,51.7,3.2,7.5,1003311,0
321,321,1953,157,698,30,127,113,3,0.15,0.046,0.272,0.32,0.337,0.437,0.609,1.046,0.46,165,-0.4,60.1,-7.4,7.5,1009405,0
322,322,1996,146,639,40,109,130,11,0.122,0.155,0.295,0.331,0.326,0.408,0.621,1.029,0.426,169,-0.2,55.7,4.3,7.5,1001863,0
323,323,1933,152,667,28,101,120,15,0.084,0.054,0.234,0.36,0.368,0.422,0.602,1.024,0.463,178,2.9,62.0,-8.5,7.5,1006991,0
324,324,1925,153,700,18,144,102,41,0.083,0.08,0.241,0.372,0.357,0.423,0.598,1.021,0.454,154,4.0,56.4,-1.2,7.5,1002914,0
325,325,1955,141,616,41,108,101,3,0.177,0.159,0.313,0.281,0.289,0.413,0.601,1.014,0.432,167,-0.5,50.8,5.7,7.5,1008236,0
326,326,1956,151,652,43,112,101,3,0.152,0.155,0.306,0.286,0.292,0.399,0.598,0.997,0.421,156,-0.3,43.7,11.1,7.5,1012230,0
327,327,1941,137,601,14,117,76,4,0.077,0.118,0.215,0.377,0.343,0.406,0.558,0.964,0.438,166,0.5,46.7,9.1,7.5,1010814,0
328,328,1979,160,675,45,109,114,9,0.178,0.17,0.311,0.236,0.253,0.386,0.564,0.95,0.407,152,0.0,41.1,9.7,7.5,1011586,0
329,329,1949,155,711,39,113,159,2,0.142,0.103,0.249,0.277,0.29,0.391,0.539,0.93,0.424,134,-0.6,30.8,19.6,7.5,1012501,0
330,330,1936,156,701,9,122,78,6,0.168,0.03,0.139,0.336,0.335,0.453,0.474,0.927,0.432,156,0.8,50.5,7.6,7.5,1013377,0
331,331,1986,158,671,40,107,108,8,0.103,0.218,0.27,0.319,0.289,0.368,0.559,0.927,0.401,147,-1.7,36.5,14.3,7.5,1000537,0
332,332,1979,157,679,20,101,112,3,0.178,0.096,0.193,0.293,0.291,0.421,0.484,0.905,0.399,144,-0.7,35.5,15.8,7.5,1010450,0
333,333,1923,151,702,12,116,111,29,0.066,0.017,0.137,0.342,0.348,0.395,0.485,0.88,0.406,134,2.5,33.5,18.7,7.5,1004364,0
334,334,2010,151,661,22,96,104,15,0.109,0.188,0.213,0.336,0.294,0.372,0.507,0.879,0.376,139,4.5,35.0,14.4,7.5,9368,1
335,335,1924,145,675,7,121,69,22,0.083,0.036,0.139,0.334,0.328,0.387,0.468,0.855,0.395,132,2.4,29.3,24.8,7.5,1004364,0
336,336,1943,152,649,3,69,67,4,0.139,0.048,0.102,0.299,0.286,0.388,0.388,0.776,0.375,133,-2.1,21.2,27.4,7.5,1001234,0
337,337,2000,162,711,41,115,137,0,0.173,0.146,0.32,0.362,0.344,0.47,0.664,1.134,0.471,179,-0.4,75.9,-21.3,7.4,1297,1
338,338,1929,154,731,32,152,122,2,0.104,0.026,0.224,0.378,0.398,0.465,0.622,1.087,0.483,158,0.0,62.4,-6.7,7.4,1009734,0
339,339,1996,151,636,38,122,116,2,0.193,0.222,0.301,0.363,0.311,0.45,0.612,1.062,0.45,163,-0.7,54.5,0.2,7.4,409,1
340,340,1923,147,646,29,106,91,18,0.122,0.05,0.267,0.342,0.357,0.439,0.623,1.062,0.477,168,-2.0,55.7,-1.3,7.4,1014012,0
341,341,1954,149,659,49,104,141,0,0.118,0.053,0.316,0.279,0.326,0.407,0.642,1.049,0.461,164,-0.3,53.6,-3.2,7.4,1007020,0
342,342,1922,153,678,39,128,155,37,0.109,0.046,0.296,0.301,0.332,0.413,0.627,1.04,0.461,158,0.2,52.9,1.7,7.4,1014012,0
343,343,1966,141,599,40,112,110,10,0.114,0.227,0.315,0.358,0.317,0.396,0.632,1.028,0.437,178,0.0,54.5,-8.1,7.4,1000137,0
344,344,2000,159,695,33,114,125,12,0.129,0.154,0.262,0.357,0.334,0.424,0.596,1.02,0.431,159,-1.6,53.7,2.4,7.4,1119,1
345,345,1999,158,739,24,134,102,19,0.123,0.157,0.203,0.396,0.349,0.438,0.552,0.99,0.428,156,0.2,55.9,-2.4,7.4,826,1
346,346,1927,155,709,9,114,131,5,0.085,0.02,0.169,0.38,0.38,0.437,0.549,0.986,0.45,160,0.4,54.2,-1.7,7.4,1013597,0
347,347,1937,144,660,14,133,96,11,0.136,0.038,0.149,0.371,0.371,0.458,0.52,0.978,0.448,145,-0.1,42.6,10.4,7.4,1004596,0
348,348,1959,151,648,34,125,104,27,0.1,0.09,0.27,0.299,0.313,0.381,0.583,0.964,0.413,152,4.0,46.4,3.1,7.4,1008315,0
349,349,1987,157,680,7,119,54,56,0.121,0.051,0.141,0.383,0.37,0.447,0.511,0.958,0.409,154,5.7,51.6,0.2,7.4,1005166,0
